raceId,driverId,constructorId,number,position,grid,positionText,points,laps,status,millis,time,Fastestlap,Fastlaptime,Fastlaspeed,rank
Australian Grand Prix,gutierrez,sauber,21,12,20,12,0,56,+1 Lap,,,41,1:34.564,201.882,13
Australian Grand Prix,chilton,marussia,4,13,17,13,0,55,+2 Laps,,,33,1:34.202,202.658,12
Australian Grand Prix,jules_bianchi,marussia,17,14,18,N,0,49,+8 Laps,,,55,1:35.635,199.621,16
Australian Grand Prix,grosjean,lotus_f1,8,15,22,R,0,43,ERS,,,41,1:35.281,200.363,15
Australian Grand Prix,maldonado,lotus_f1,13,16,21,R,0,29,ERS,,,30,1:34.766,201.451,14
Australian Grand Prix,ericsson,caterham,9,17,19,R,0,27,Oil pressure,,,17,1:37.332,196.141,18
Australian Grand Prix,vettel,red_bull,1,18,12,R,0,3,Engine,,,26,1:37.064,196.682,17
Australian Grand Prix,hamilton,mercedes,44,19,1,R,0,2,Engine,,,2,1:49.947,173.636,20
Australian Grand Prix,massa,williams,19,20,9,R,0,0,Collision,,,2,1:40.287,190.361,19
Australian Grand Prix,kobayashi,caterham,10,21,14,R,0,0,Collision,,,,,,
Australian Grand Prix,ricciardo,red_bull,3,22,2,D,0,57,Disqualified,5603235,+24.525,,,,
Malaysian Grand Prix,hamilton,mercedes,44,1,1,1,25,56,Finished,6025974,1:40:25.974,53,1:43.066,193.611,1
Malaysian Grand Prix,rosberg,mercedes,6,2,3,2,18,56,Finished,6043287,+17.313,55,1:43.960,191.946,2
Malaysian Grand Prix,vettel,red_bull,1,3,2,3,15,56,Finished,6050508,+24.534,51,1:44.289,191.341,4
Malaysian Grand Prix,alonso,ferrari,14,4,4,4,12,56,Finished,6061966,+35.992,47,1:44.165,191.569,3
Malaysian Grand Prix,hulkenberg,force_india,27,5,7,5,10,56,Finished,6073173,+47.199,38,1:45.982,188.284,10
Malaysian Grand Prix,button,mclaren,22,6,10,6,8,56,Finished,6109665,+1:23.691,47,1:46.039,188.183,11
Malaysian Grand Prix,massa,williams,19,7,13,7,6,56,Finished,6111050,+1:25.076,44,1:44.897,190.232,6
Malaysian Grand Prix,bottas,williams,77,8,18,8,4,56,Finished,6111511,+1:25.537,31,1:45.475,189.189,9
Australian Grand Prix,hamilton,mercedes,44,1,1,1,25,58,Finished,5514067,1:31:54.067,50,1:30.945,209.915,1
Australian Grand Prix,rosberg,mercedes,6,2,2,2,18,58,Finished,5515427,+1.360,47,1:31.092,209.577,2
Australian Grand Prix,vettel,ferrari,5,3,4,3,15,58,Finished,5548590,+34.523,52,1:31.457,208.740,4
Australian Grand Prix,massa,williams,19,4,3,4,12,58,Finished,5552263,+38.196,50,1:31.719,208.144,6
Australian Grand Prix,nasr,sauber,12,5,10,5,10,58,Finished,5609216,+1:35.149,46,1:32.612,206.137,9
Australian Grand Prix,ricciardo,red_bull,3,6,6,6,8,57,+1 Lap,,,46,1:32.797,205.726,10
Australian Grand Prix,hulkenberg,force_india,27,7,13,7,6,57,+1 Lap,,,48,1:31.970,207.576,8
Australian Grand Prix,ericsson,sauber,9,8,15,8,4,57,+1 Lap,,,51,1:31.560,208.505,5
Australian Grand Prix,sainz,toro_rosso,55,9,7,9,2,57,+1 Lap,,,49,1:32.872,205.560,11
Australian Grand Prix,perez,force_india,11,10,14,10,1,57,+1 Lap,,,46,1:31.959,207.601,7
Australian Grand Prix,button,mclaren,22,11,16,11,0,56,+2 Laps,,,56,1:33.338,204.534,12
Australian Grand Prix,raikkonen,ferrari,7,12,5,R,0,40,Wheel,,,36,1:31.426,208.811,3
Australian Grand Prix,max_verstappen,toro_rosso,33,13,11,R,0,32,Engine,,,30,1:34.295,202.458,13
Australian Grand Prix,grosjean,lotus_f1,8,14,8,R,0,0,Power loss,,,,,,
Australian Grand Prix,maldonado,lotus_f1,13,15,9,R,0,0,Accident,,,,,,
Australian Grand Prix,kvyat,red_bull,26,16,12,W,0,0,Withdrew,,,,,,
Australian Grand Prix,kevin_magnussen,mclaren,20,17,17,W,0,0,Withdrew,,,,,,
Australian Grand Prix,bottas,williams,77,18,0,W,0,0,Withdrew,,,,,,
Malaysian Grand Prix,vettel,ferrari,5,1,2,1,25,56,Finished,6065793,1:41:05.793,46,1:43.648,193.501,3
Malaysian Grand Prix,hamilton,mercedes,44,2,1,2,18,56,Finished,6074362,+8.569,45,1:43.125,193.501,2
Malaysian Grand Prix,rosberg,mercedes,6,3,3,3,15,56,Finished,6078103,+12.310,43,1:42.062,195.516,1
Malaysian Grand Prix,raikkonen,ferrari,7,4,11,4,12,56,Finished,6119615,+53.822,40,1:44.124,191.644,7
Malaysian Grand Prix,bottas,williams,77,5,8,5,10,56,Finished,6136202,+1:10.409,42,1:44.088,191.710,6
Malaysian Grand Prix,massa,williams,19,6,7,6,8,56,Finished,6139379,+1:13.586,40,1:43.990,191.891,5
Malaysian Grand Prix,max_verstappen,toro_rosso,33,7,6,7,6,56,Finished,6163555,+1:37.762,42,1:44.579,190.810,9
Malaysian Grand Prix,sainz,toro_rosso,55,8,15,8,4,55,+1 Lap,,,37,1:45.507,189.132,15
Malaysian Grand Prix,kvyat,red_bull,26,9,5,9,2,55,+1 Lap,,,41,1:44.514,190.929,8
Malaysian Grand Prix,ricciardo,red_bull,3,10,4,10,1,55,+1 Lap,,,42,1:45.312,189.482,13
Malaysian Grand Prix,grosjean,lotus_f1,8,11,10,11,0,55,+1 Lap,,,36,1:44.812,190.386,10
Malaysian Grand Prix,nasr,sauber,12,12,16,12,0,55,+1 Lap,,,45,1:43.902,192.054,4
Australian Grand Prix,rosberg,mercedes,6,1,2,1,25,57,Finished,6495565,1:48:15.565,21,1:30.557,210.815,3
Australian Grand Prix,hamilton,mercedes,44,2,1,2,18,57,Finished,6503625,+8.060,48,1:30.646,210.608,4
Australian Grand Prix,vettel,ferrari,5,3,3,3,15,57,Finished,6505208,+9.643,23,1:29.951,212.235,2
Australian Grand Prix,ricciardo,red_bull,3,4,8,4,12,57,Finished,6519895,+24.330,49,1:28.997,214.510,1
Australian Grand Prix,massa,williams,19,5,6,5,10,57,Finished,6554544,+58.979,39,1:32.288,206.861,9
Australian Grand Prix,grosjean,haas,8,6,19,6,8,57,Finished,6567646,+1:12.081,48,1:32.862,205.582,17
Australian Grand Prix,hulkenberg,force_india,27,7,10,7,6,57,Finished,6569764,+1:14.199,49,1:32.833,205.646,16
Australian Grand Prix,bottas,williams,77,8,16,8,4,57,Finished,6570718,+1:15.153,51,1:32.725,205.886,14
Australian Grand Prix,sainz,toro_rosso,55,9,7,9,2,57,Finished,6571245,+1:15.680,23,1:31.671,208.253,7
Australian Grand Prix,max_verstappen,toro_rosso,33,10,5,10,1,57,Finished,6572398,+1:16.833,44,1:31.516,208.606,6
Australian Grand Prix,jolyon_palmer,renault,30,11,13,11,0,57,Finished,6578964,+1:23.399,14,1:32.955,205.376,18
Australian Grand Prix,kevin_magnussen,renault,20,12,14,12,0,57,Finished,6581171,+1:25.606,45,1:32.452,206.494,10
Australian Grand Prix,perez,force_india,11,13,9,13,0,57,Finished,6587264,+1:31.699,39,1:32.780,205.764,15
Australian Grand Prix,button,mclaren,22,14,12,14,0,56,+1 Lap,,,33,1:31.684,208.223,8
Australian Grand Prix,nasr,sauber,12,15,17,15,0,56,+1 Lap,,,48,1:32.711,205.917,13
Australian Grand Prix,wehrlein,manor,94,16,21,16,0,56,+1 Lap,,,34,1:32.673,206.001,12
Australian Grand Prix,ericsson,sauber,9,17,15,R,0,38,Engine,,,15,1:33.892,203.327,21
Australian Grand Prix,raikkonen,ferrari,7,18,4,R,0,21,Engine,,,21,1:30.701,210.480,5
Australian Grand Prix,haryanto,manor,88,19,22,R,0,17,Mechanical,,,15,1:33.847,203.424,20
Australian Grand Prix,gutierrez,haas,21,20,20,R,0,16,Collision,,,4,1:32.998,205.281,19
Australian Grand Prix,alonso,mclaren,14,21,11,R,0,16,Collision,,,14,1:32.553,206.268,11
Australian Grand Prix,kvyat,red_bull,26,22,18,W,0,0,Retired,,,,,,
Bahrain Grand Prix,rosberg,mercedes,6,1,2,1,25,57,Finished,5614696,1:33:34.696,41,1:34.482,206.210,1
Bahrain Grand Prix,raikkonen,ferrari,7,2,4,2,18,57,Finished,5624978,+10.282,39,1:35.158,204.745,3
Bahrain Grand Prix,hamilton,mercedes,44,3,1,3,15,57,Finished,5644844,+30.148,43,1:34.677,205.785,2
Bahrain Grand Prix,ricciardo,red_bull,3,4,5,4,12,57,Finished,5677190,+1:02.494,44,1:36.064,202.814,9
Bahrain Grand Prix,grosjean,haas,8,5,9,5,10,57,Finished,5692995,+1:18.299,42,1:36.095,202.749,11
Bahrain Grand Prix,max_verstappen,toro_rosso,33,6,10,6,8,57,Finished,5695625,+1:20.929,49,1:35.504,204.004,7
Bahrain Grand Prix,kvyat,red_bull,26,7,15,7,6,56,+1 Lap,,,36,1:35.678,203.633,8
Bahrain Grand Prix,massa,williams,19,8,7,8,4,56,+1 Lap,,,31,1:37.560,199.704,16
Australian Grand Prix,vettel,ferrari,5,1,2,1,25,57,Finished,5051672,1:24:11.672,53,1:26.638,220.351,3
Australian Grand Prix,hamilton,mercedes,44,2,1,2,18,57,Finished,5061647,+9.975,44,1:27.033,219.351,6
Australian Grand Prix,bottas,mercedes,77,3,3,3,15,57,Finished,5062922,+11.250,56,1:26.593,220.465,2
Australian Grand Prix,raikkonen,ferrari,7,4,4,4,12,57,Finished,5074065,+22.393,56,1:26.538,220.605,1
Australian Grand Prix,max_verstappen,red_bull,33,5,5,5,10,57,Finished,5080499,+28.827,43,1:26.964,219.525,5
Australian Grand Prix,massa,williams,19,6,7,6,8,57,Finished,5135058,+1:23.386,49,1:28.045,216.830,9
Australian Grand Prix,perez,force_india,11,7,10,7,6,56,+1 Lap,,,56,1:28.336,216.115,10
Australian Grand Prix,sainz,toro_rosso,55,8,8,8,4,56,+1 Lap,,,53,1:27.677,217.740,8
Australian Grand Prix,kvyat,toro_rosso,26,9,9,9,2,56,+1 Lap,,,51,1:26.711,220.165,4
Australian Grand Prix,ocon,force_india,31,10,13,10,1,56,+1 Lap,,,55,1:28.475,215.776,11
Australian Grand Prix,hulkenberg,renault,27,11,11,11,0,56,+1 Lap,,,55,1:28.486,215.749,12
Australian Grand Prix,giovinazzi,sauber,36,12,16,12,0,55,+2 Laps,,,51,1:29.052,214.378,13
Australian Grand Prix,vandoorne,mclaren,2,13,18,13,0,55,+2 Laps,,,53,1:29.440,213.448,15
Australian Grand Prix,alonso,mclaren,14,14,12,R,0,50,Vibrations,,,48,1:30.077,211.938,17
Australian Grand Prix,kevin_magnussen,haas,20,15,17,R,0,46,Suspension,,,46,1:27.568,218.011,7
Australian Grand Prix,stroll,williams,18,16,20,R,0,40,Brakes,,,38,1:29.389,213.569,14
Australian Grand Prix,ricciardo,red_bull,3,17,0,R,0,25,Power Unit,,,21,1:29.447,213.431,16
Australian Grand Prix,ericsson,sauber,9,18,14,R,0,21,Hydraulics,,,18,1:32.052,207.391,19
Australian Grand Prix,jolyon_palmer,renault,30,19,19,R,0,15,Brakes,,,6,1:32.195,207.069,20
Australian Grand Prix,grosjean,haas,8,20,6,R,0,13,Water leak,,,12,1:30.183,211.689,18
Chinese Grand Prix,hamilton,mercedes,44,1,1,1,25,56,Finished,5856158,1:37:36.158,44,1:35.378,205.745,1
Chinese Grand Prix,vettel,ferrari,5,2,2,2,18,56,Finished,5862408,+6.250,40,1:35.423,205.648,2
Chinese Grand Prix,max_verstappen,red_bull,33,3,16,3,15,56,Finished,5901350,+45.192,31,1:36.722,202.886,7
Chinese Grand Prix,ricciardo,red_bull,3,4,5,4,12,56,Finished,5902193,+46.035,36,1:36.791,202.741,8
Chinese Grand Prix,raikkonen,ferrari,7,5,4,5,10,56,Finished,5904234,+48.076,42,1:36.003,204.406,4
Chinese Grand Prix,bottas,mercedes,77,6,3,6,8,56,Finished,5904966,+48.808,41,1:35.849,204.734,3
Chinese Grand Prix,sainz,toro_rosso,55,7,11,7,6,56,Finished,5929051,+1:12.893,30,1:37.398,201.478,10
Chinese Grand Prix,kevin_magnussen,haas,20,8,12,8,4,55,+1 Lap,,,35,1:37.528,201.209,11
Chinese Grand Prix,perez,force_india,11,9,8,9,2,55,+1 Lap,,,55,1:36.531,203.288,6
Chinese Grand Prix,ocon,force_india,31,10,17,10,1,55,+1 Lap,,,55,1:37.036,202.230,9
Australian Grand Prix,vettel,ferrari,5,1,3,1,25,58,Finished,5373283,1:29:33.283,53,1:26.469,220.782,4
Australian Grand Prix,hamilton,mercedes,44,2,1,2,18,58,Finished,5378319,+5.036,50,1:26.444,220.845,3
Australian Grand Prix,raikkonen,ferrari,7,3,2,3,15,58,Finished,5379592,+6.309,57,1:26.373,221.027,2
Australian Grand Prix,ricciardo,red_bull,3,4,8,4,12,58,Finished,5380352,+7.069,54,1:25.945,222.128,1
Australian Grand Prix,alonso,mclaren,14,5,10,5,10,58,Finished,5401169,+27.886,57,1:26.978,219.489,7
Australian Grand Prix,max_verstappen,red_bull,33,6,4,6,8,58,Finished,5402228,+28.945,54,1:26.880,219.737,5
Australian Grand Prix,hulkenberg,renault,27,7,7,7,6,58,Finished,5405954,+32.671,57,1:27.081,219.230,9
Australian Grand Prix,bottas,mercedes,77,8,15,8,4,58,Finished,5407622,+34.339,54,1:27.019,219.386,8
Australian Grand Prix,vandoorne,mclaren,2,9,11,9,2,58,Finished,5408204,+34.921,57,1:26.958,219.540,6
Australian Grand Prix,sainz,renault,55,10,9,10,1,58,Finished,5419005,+45.722,51,1:27.944,217.079,12
Australian Grand Prix,perez,force_india,11,11,12,11,0,58,Finished,5420100,+46.817,51,1:27.633,217.849,11
Australian Grand Prix,ocon,force_india,31,12,14,12,0,58,Finished,5433561,+1:00.278,57,1:27.600,217.931,10
Australian Grand Prix,leclerc,sauber,16,13,18,13,0,58,Finished,5449042,+1:15.759,56,1:28.759,215.085,15
Australian Grand Prix,stroll,williams,18,14,13,14,0,58,Finished,5451571,+1:18.288,55,1:28.511,215.688,14
Australian Grand Prix,brendon_hartley,toro_rosso,28,15,16,15,0,57,+1 Lap,,,57,1:28.176,216.507,13
Australian Grand Prix,grosjean,haas,8,16,6,R,0,24,Wheel,,,23,1:28.805,214.974,16
Australian Grand Prix,kevin_magnussen,haas,20,17,5,R,0,22,Wheel,,,21,1:29.534,213.224,17
Australian Grand Prix,gasly,toro_rosso,10,18,20,R,0,13,Engine,,,13,1:30.649,210.601,18
Australian Grand Prix,ericsson,sauber,9,19,17,R,0,5,Steering,,,4,1:32.210,207.036,19
Australian Grand Prix,sirotkin,williams,35,20,19,R,0,4,Brakes,,,3,1:32.573,206.224,20
Bahrain Grand Prix,vettel,ferrari,5,1,1,1,25,57,Finished,5521940,1:32:01.940,21,1:34.453,206.274,7
Bahrain Grand Prix,bottas,mercedes,77,2,3,2,18,57,Finished,5522639,+0.699,22,1:33.740,207.842,1
Bahrain Grand Prix,hamilton,mercedes,44,3,9,3,15,57,Finished,5528452,+6.512,51,1:33.953,207.371,2
Bahrain Grand Prix,gasly,toro_rosso,10,4,5,4,12,57,Finished,5584174,+1:02.234,46,1:34.863,205.382,11
Bahrain Grand Prix,kevin_magnussen,haas,20,5,6,5,10,57,Finished,5596986,+1:15.046,29,1:34.327,206.549,5
Bahrain Grand Prix,hulkenberg,renault,27,6,7,6,8,57,Finished,5620964,+1:39.024,50,1:34.667,205.807,9
Bahrain Grand Prix,alonso,mclaren,14,7,13,7,6,56,+1 Lap,,,47,1:34.168,206.898,4
Bahrain Grand Prix,vandoorne,mclaren,2,8,14,8,4,56,+1 Lap,,,30,1:35.131,204.803,16
Bahrain Grand Prix,ericsson,sauber,9,9,17,9,2,56,+1 Lap,,,26,1:35.093,204.885,15
Bahrain Grand Prix,ocon,force_india,31,10,8,10,1,56,+1 Lap,,,38,1:35.043,204.993,12
Australian Grand Prix,bottas,mercedes,77,1,2,1,26,58,Finished,5127325,1:25:27.325,57,1:25.580,223.075,1
Australian Grand Prix,hamilton,mercedes,44,2,1,2,18,58,Finished,5148211,+20.886,57,1:26.057,221.839,2
Australian Grand Prix,max_verstappen,red_bull,33,3,4,3,15,58,Finished,5149845,+22.520,57,1:26.256,221.327,3
Australian Grand Prix,vettel,ferrari,5,4,3,4,12,58,Finished,5184434,+57.109,16,1:27.954,217.054,8
Australian Grand Prix,leclerc,ferrari,16,5,5,5,10,58,Finished,5185528,+58.203,58,1:26.926,219.621,4
Australian Grand Prix,kevin_magnussen,haas,20,6,7,6,8,58,Finished,5214481,+1:27.156,56,1:28.182,216.493,9
Australian Grand Prix,hulkenberg,renault,27,7,11,7,6,57,+1 Lap,,,52,1:28.444,215.851,12
Australian Grand Prix,raikkonen,alfa,7,8,9,8,4,57,+1 Lap,,,52,1:28.270,216.277,11
Australian Grand Prix,stroll,racing_point,18,9,16,9,2,57,+1 Lap,,,29,1:27.568,218.011,7
Australian Grand Prix,kvyat,toro_rosso,26,10,15,10,1,57,+1 Lap,,,39,1:27.448,218.310,6
Australian Grand Prix,gasly,red_bull,10,11,17,11,0,57,+1 Lap,,,39,1:27.229,218.858,5
Australian Grand Prix,norris,mclaren,4,12,8,12,0,57,+1 Lap,,,17,1:28.555,215.581,16
Australian Grand Prix,perez,racing_point,11,13,10,13,0,57,+1 Lap,,,41,1:28.485,215.751,15
Australian Grand Prix,albon,toro_rosso,23,14,13,14,0,57,+1 Lap,,,43,1:28.188,216.478,10
Australian Grand Prix,giovinazzi,alfa,99,15,14,15,0,57,+1 Lap,,,29,1:28.479,215.766,14
Australian Grand Prix,russell,williams,63,16,19,16,0,56,+2 Laps,,,55,1:28.713,215.197,17
Australian Grand Prix,kubica,williams,88,17,20,17,0,55,+3 Laps,,,30,1:29.284,213.821,18
Australian Grand Prix,grosjean,haas,8,18,6,R,0,29,Wheel,,,17,1:28.462,215.807,13
Australian Grand Prix,ricciardo,renault,3,19,12,R,0,28,Damage,,,18,1:29.848,212.478,19
Australian Grand Prix,sainz,mclaren,55,20,18,R,0,9,Engine,,,9,1:30.899,210.022,20
Bahrain Grand Prix,hamilton,mercedes,44,1,3,1,25,57,Finished,5661295,1:34:21.295,36,1:33.528,208.314,2
Bahrain Grand Prix,bottas,mercedes,77,2,4,2,18,57,Finished,5664275,+2.980,42,1:34.209,206.808,3
Bahrain Grand Prix,leclerc,ferrari,16,3,1,3,16,57,Finished,5667426,+6.131,38,1:33.411,208.575,1
Bahrain Grand Prix,max_verstappen,red_bull,33,4,5,4,12,57,Finished,5667703,+6.408,47,1:35.311,204.417,9
Bahrain Grand Prix,vettel,ferrari,5,5,2,5,10,57,Finished,5697363,+36.068,43,1:34.895,205.313,4
Bahrain Grand Prix,norris,mclaren,4,6,9,6,8,57,Finished,5707049,+45.754,14,1:35.777,203.422,12
